p_T, Eta, Phi, p_T-corr, N-Trk, Angularity, Mean-p_T, p_T_1, p_T_2, p_T_3, p_T_4, p_T_5, X_tru
79.9646, 0.288355, 2.64924, -10.2699, 410, 0.246977, 0.610417, 3.66918, 3.63017, 3.37759, 2.43821, 2.31779, 0.0815034
76.4735, 0.289014, 5.95178, -13.7609, 451, 0.41617, 0.597449, 3.63017, 2.82298, 2.55045, 2.41782, 2.08927, 0.0295055
66.8509, 0.064373, 0.938603, -23.3835, 500, 0.246729, 0.470781, 4.64494, 3.43745, 1.47407, 1.42855, 1.41344, 0
62.8249, 0.289525, 1.54149, -27.4095, 412, 0.244018, 0.523541, 2.23458, 1.35277, 1.33097, 1.32233, 1.31727, 0.0187146
61.4422, 0.192007, 2.24252, -28.7922, 422, 0.235935, 0.476296, 2.72962, 2.55033, 1.55284, 1.50824, 1.41693, 0.00590715
60.6683, 0.49769, 0.158909, -29.5661, 390, 0.45494, 0.600677, 2.44789, 2.13414, 2.05181, 1.91954, 1.78435, 0
58.2846, -0.153765, 0.0544251, -31.9499, 383, 2.03024, 0.473858, 1.88409, 1.77333, 1.6775, 1.52439, 1.34809, 0.00272044
48.8284, -0.476444, 5.14961, -41.4061, 384, 0.235968, 0.536576, 2.1409, 2.03593, 1.99378, 1.86896, 1.55332, 0.0131541
44.9091, 0.344694, 5.35881, -45.3253, 369, 0.219318, 0.415825, 2.0201, 1.76209, 1.7059, 1.37797, 1.29639, 0.0143035
40.3849, -0.109949, 4.26925, -49.8495, 288, 0.250625, 0.464195, 1.95957, 1.50048, 1.26776, 1.07812, 1.07037, 0.0120838
36.2628, 0.170192, 3.08383, -53.9716, 268, 0.216233, 0.50365, 2.24985, 1.26501, 1.22027, 1.18886, 1.15214, 0
24.5885, -0.374189, 2.77725, -65.646, 171, 0.19522, 0.501806, 1.66406, 1.4001, 1.08313, 1.04153, 1.03972, 0.0178875
22.9049, -0.327677, 1.4257, -67.3295, 161, 0.193505, 0.487339, 1.94906, 1.35087, 1.24516, 1.18447, 1.10838, 0
22.7045, -0.0669276, 5.4277, -67.53, 155, 0.186152, 0.51601, 2.90297, 1.67746, 1.39401, 1.01319, 0.983963, 0.142348
16.5972, -0.350539, 3.23577, -73.6373, 122, 0.150994, 0.553239, 1.4665, 1.42457, 1.23728, 1.23299, 1.22556, 0
12.7629, -0.0504111, 1.76492, -77.4715, 72, 0.124215, 0.531788, 1.75337, 1.41885, 1.15893, 0.9604, 0.850222, 0.0178583
96.8517, 0.269002, 0.0944663, -7.7898, 606, 1.75863, 0.529244, 2.85059, 2.66442, 2.45442, 2.2216, 1.92706, 0
83.8087, 0.25093, 5.31451, -20.8328, 520, 0.275595, 0.533813, 1.9621, 1.77473, 1.66318, 1.63134, 1.62674, 0.00975879
83.5432, 0.44489, 3.19186, -21.0984, 529, 0.260805, 0.65782, 4.88476, 3.44694, 2.0554, 2.05182, 2.04301, 0.012324
83.5307, -0.385547, 2.86448, -21.1108, 473, 0.267873, 0.553183, 2.2877, 1.968, 1.94432, 1.58966, 1.41197, 0.00179754
77.4298, -0.472857, 2.16932, -27.2118, 531, 0.263254, 0.561085, 3.24969, 1.76242, 1.68149, 1.66366, 1.64928, 0
68.5475, -0.313544, 5.70191, -36.094, 451, 0.249425, 0.511549, 2.40582, 2.07767, 1.85165, 1.67398, 1.66186, 0
66.41, -0.343819, 0.402595, -38.2316, 460, 0.240879, 0.488309, 2.70722, 2.27088, 1.92459, 1.58426, 1.40828, 0.000165203
61.9477, -0.160147, 4.80768, -42.6939, 438, 0.248563, 0.520569, 2.7859, 2.7569, 1.7656, 1.67997, 1.56438, 0
56.9202, 0.454235, 2.09133, -47.7213, 394, 0.259097, 0.605534, 3.46807, 3.40554, 1.76776, 1.73486, 1.65571, 0.0133381
54.4646, 0.17785, 1.05611, -50.177, 378, 0.256084, 0.51871, 1.87682, 1.82519, 1.78598, 1.73675, 1.66543, 0.00846897
52.4284, -0.328018, 0.999578, -52.2132, 395, 0.241505, 0.540499, 1.68264, 1.61669, 1.59236, 1.47047, 1.29644, 0
48.2048, 0.396235, 3.73924, -56.4367, 373, 0.23221, 0.482048, 1.64118, 1.48092, 1.36876, 1.23949, 1.13842, 0.00637833
26.5068, -0.14355, 1.79039, -78.1347, 224, 0.2056, 0.457014, 3.63701, 2.87462, 1.47718, 1.08915, 1.01374, 0
19.5328, 0.060692, 5.86429, -85.1088, 188, 0.232933, 0.361718, 1.58071, 1.32117, 1.06524, 0.972401, 0.771594, 0
16.95, 0.284219, 2.73125, -87.6916, 74, 0.155102, 0.706249, 3.00181, 2.11205, 1.43908, 1.3637, 1.16268, 0.0228452
12.2071, 0.0484506, 0.581067, -92.4344, 85, 0.135609, 0.393777, 1.88579, 0.899115, 0.761462, 0.599539, 0.534587, 0
99.3365, -0.238237, 5.9266, -9.06858, 589, 0.382774, 0.509418, 2.2701, 2.15327, 1.9257, 1.89857, 1.83056, 0.0181327
97.1374, -0.238624, 4.97603, -11.2676, 626, 0.244748, 0.525067, 2.60044, 2.08634, 1.96521, 1.77333, 1.60977, 0.00482113
89.0117, -0.381155, 1.35738, -19.3934, 629, 0.249022, 0.536215, 2.99929, 2.42417, 2.23471, 1.85832, 1.75298, 0.00809589
85.6997, -0.182829, 4.42558, -22.7054, 564, 0.260813, 0.498254, 1.81947, 1.76158, 1.74333, 1.68792, 1.55756, 0.0203609
79.8944, -0.410182, 0.688193, -28.5107, 481, 0.263788, 0.59181, 2.16204, 2.00716, 2.00716, 1.96155, 1.96021, 0.0370738
78.1394, 0.242415, 0.0556642, -30.2657, 448, 2.71769, 0.596484, 2.10414, 1.88497, 1.83882, 1.8191, 1.80795, 0.0478797
75.8507, 0.172909, 1.74091, -32.5544, 508, 0.227667, 0.499018, 2.99894, 2.03137, 1.85672, 1.8232, 1.62488, 0.0163801
72.3695, -0.12481, 2.52275, -36.0356, 465, 0.230914, 0.544132, 3.38922, 3.15189, 1.9489, 1.8543, 1.63293, 0.00735067
67.3703, 0.411688, 4.59735, -41.0348, 491, 0.24418, 0.547726, 3.05297, 2.41306, 2.06525, 1.70461, 1.66201, 0.00345498
57.6812, -0.122762, 3.65617, -50.7238, 288, 0.236277, 0.655468, 3.18228, 2.47077, 2.27898, 1.7902, 1.76913, 0.0258976
55.1496, 0.323397, 2.12774, -53.2554, 348, 0.23802, 0.562751, 3.75831, 2.7432, 2.08621, 2.07878, 1.59547, 0.087554
53.5148, 0.164351, 3.0515, -54.8903, 340, 0.253169, 0.504856, 3.12501, 2.11415, 1.30294, 1.30177, 1.28924, 0.00726987
48.6804, 0.346026, 3.88099, -59.7246, 303, 0.273546, 0.553187, 2.01815, 1.96109, 1.84425, 1.69445, 1.33749, 0.0222852
42.0927, 0.249545, 5.8285, -66.3123, 256, 0.241939, 0.553852, 2.06823, 1.90536, 1.58345, 1.55456, 1.49104, 0.00315718
32.2341, -0.121386, 5.45476, -76.171, 199, 0.209975, 0.537235, 1.95553, 1.90593, 1.68447, 1.62969, 1.44121, 0
30.4531, -0.416583, 0.176314, -77.952, 176, 0.174807, 0.574586, 2.39294, 1.50265, 1.46352, 1.4253, 1.30247, 0.00210095
14.649, -0.04799, 0.926536, -93.7561, 113, 0.154242, 0.488299, 2.48667, 1.70283, 1.33954, 0.937192, 0.793816, 0
99.5046, -0.0743591, 0.567243, -0.7341, 546, 0.26226, 0.568598, 3.52982, 2.76952, 2.69438, 2.65453, 2.39685, 0.0125847
77.2322, -0.0565961, 2.91979, -23.0066, 443, 0.239351, 0.495078, 2.83603, 2.12924, 2.12919, 2.12401, 1.87548, 0.030018
74.1761, 0.0175169, 3.76994, -26.0626, 481, 0.24943, 0.466516, 2.86215, 2.24248, 2.00447, 1.88253, 1.829, 0.00818996
73.2051, -0.149532, 4.38813, -27.0336, 569, 0.237463, 0.463323, 2.01387, 1.80828, 1.45938, 1.36425, 1.32421, 0.00357458
71.6573, 0.466006, 6.05278, -28.5814, 486, 0.23542, 0.568709, 2.49613, 1.9956, 1.94319, 1.81217, 1.73225, 0.00465827
68.7033, 0.206146, 1.16929, -31.5354, 416, 0.253521, 0.554059, 2.79321, 2.6484, 2.41528, 2.35805, 1.79821, 0.00336589
64.9611, -0.114302, 2.35311, -35.2776, 521, 0.254472, 0.451119, 2.96142, 1.65655, 1.62466, 1.60419, 1.54548, 0.0103669
62.5424, 0.224363, 4.79583, -37.6963, 392, 0.241959, 0.512643, 2.43971, 1.94596, 1.71007, 1.60347, 1.53673, 0.00223876
50.7248, -0.312725, 4.92367, -49.5139, 414, 0.254384, 0.507248, 1.75585, 1.69475, 1.62599, 1.54263, 1.43211, 0
47.145, 0.234323, 5.58988, -53.0937, 380, 0.223142, 0.462206, 2.01476, 1.91348, 1.79209, 1.71546, 1.68535, 0.0092333
36.3385, -0.266949, 5.50249, -63.9002, 224, 0.222558, 0.526645, 1.76693, 1.72165, 1.6816, 1.45156, 1.30627, 0.020714
30.0028, 0.246237, 4.30692, -70.2359, 221, 0.22866, 0.517289, 2.74023, 1.71633, 1.4898, 1.19735, 1.085, 0.00715641
24.5711, 0.147236, 3.3065, -75.6677, 126, 0.19659, 0.534154, 2.16225, 1.6286, 1.58446, 1.39355, 1.26581, 0
20.47, -0.140272, 1.85805, -79.7687, 141, 0.180669, 0.524873, 2.79734, 2.51271, 1.92276, 1.15488, 1.02179, 0.00709831
11.0448, 0.25608, 1.67493, -89.194, 73, 0.122249, 0.552238, 1.34961, 1.17858, 1.17486, 1.10842, 0.890095, 0.0154793
96.599, -0.0653883, 3.79645, -9.03908, 670, 0.324726, 0.527863, 9.21344, 3.6859, 3.40247, 2.23982, 2.19894, 0.0744597
92.9627, -0.439327, 4.45659, -12.6754, 650, 0.275261, 0.556663, 2.94823, 2.5171, 2.45773, 2.21596, 2.05717, 0
91.9586, 0.0889289, 2.45299, -13.6795, 553, 0.26489, 0.540933, 2.52902, 2.41622, 2.33463, 1.91695, 1.9085, 0.0066328
85.4618, 0.462098, 0.981025, -20.1763, 537, 0.245882, 0.606112, 2.52912, 2.36346, 2.34404, 2.0271, 1.97441, 0
85.4012, -0.336769, 2.12197, -20.2368, 567, 0.263534, 0.550976, 3.65303, 2.3532, 2.00576, 1.63714, 1.53848, 0.00221602
69.7296, 0.153597, 6.0934, -35.9084, 474, 0.430502, 0.512718, 2.22958, 2.04688, 1.97888, 1.89851, 1.6791, 0.016394
64.6623, -0.274966, 5.51175, -40.9758, 399, 0.218925, 0.547985, 2.75342, 1.94589, 1.68903, 1.5335, 1.44256, 0.0371295
49.5701, 0.0959514, 1.98301, -56.068, 352, 0.273621, 0.476635, 3.66972, 1.77299, 1.54896, 1.34418, 1.30583, 0
43.7911, 0.294684, 5.48251, -61.8469, 302, 0.212041, 0.470872, 1.8416, 1.7856, 1.75225, 1.56531, 1.39065, 0.0261463
27.1621, 0.0934962, 1.22903, -78.4759, 236, 0.203219, 0.438099, 1.69361, 1.49239, 1.19085, 1.06223, 0.967328, 0.00112197
23.7627, 0.194299, 3.04268, -81.8754, 161, 0.185841, 0.51658, 1.53126, 1.50386, 1.28395, 1.25507, 1.21044, 0
18.8538, -0.154973, 0.1851, -86.7842, 84, 3.11014, 0.698289, 2.00378, 1.93262, 1.91551, 1.63449, 1.07292, 0
18.4623, 0.475417, 3.75219, -87.1757, 128, 0.214388, 0.543009, 1.78242, 1.20503, 1.12754, 0.965967, 0.846268, 0
14.0359, -0.426768, 0.828734, -91.6022, 206, 0.244053, 0.519847, 2.27268, 1.21182, 0.969605, 0.87761, 0.83295, 0.0252695
87.1619, 0.357902, 4.21176, -8.87489, 625, 0.255647, 0.484233, 2.28632, 2.1226, 1.9786, 1.73719, 1.58766, 0.00565699
84.4468, -0.00811695, 3.22928, -11.59, 558, 0.245511, 0.49097, 2.25493, 2.1274, 1.90189, 1.75359, 1.71217, 0.00835383
83.4053, 0.137781, 4.89049, -12.6315, 538, 0.25466, 0.49646, 2.6223, 2.33223, 1.97151, 1.86979, 1.68963, 0.00277148
75.8791, 0.0642907, 5.4375, -20.1577, 582, 0.249096, 0.516184, 9.68445, 3.24855, 1.9585, 1.57894, 1.54699, 0.0739727
73.2803, -0.234113, 2.08107, -22.7565, 523, 0.253277, 0.51245, 2.37072, 2.07558, 2.0346, 1.75413, 1.73135, 0.00310928
61.4651, -0.134475, 4.02181, -34.5717, 400, 0.238614, 0.472809, 3.40946, 2.79239, 2.59788, 1.86687, 1.83584, 0.00426685
58.1079, 0.101674, 5.85885, -37.9289, 376, 0.258857, 0.509718, 2.40432, 2.02311, 1.95616, 1.71883, 1.66134, 0.00828831
53.9789, -0.125441, 1.47714, -42.0579, 403, 0.242079, 0.465335, 3.29767, 2.48966, 2.47055, 1.91364, 1.57049, 0.00655775
48.6617, -0.0291042, 0.958888, -47.3751, 315, 0.206871, 0.477076, 1.94805, 1.9383, 1.84479, 1.76624, 1.68417, 0.00942745
47.6348, -0.449035, 3.08565, -48.4021, 324, 0.224383, 0.643713, 2.48014, 2.39574, 1.95401, 1.82321, 1.51664, 0
46.1616, -0.497088, 3.72038, -49.8752, 314, 0.230938, 0.60739, 1.67553, 1.59534, 1.43677, 1.41884, 1.36428, 0
25.929, 0.484672, 1.71542, -70.1078, 201, 0.196692, 0.540188, 2.23232, 2.22223, 1.67303, 1.28892, 0.955837, 0.034285
16.8257, -0.200645, 6.24563, -79.2111, 124, 0.968265, 0.454749, 1.38742, 1.20161, 1.16648, 0.967462, 0.844733, 0
15.7256, 0.156479, 2.40194, -80.3112, 85, 0.177604, 0.655234, 2.3093, 1.67425, 1.56133, 1.14175, 0.903001, 0.192573
90.8853, -0.418497, 5.48053, -16.1048, 571, 0.238412, 0.571606, 2.67327, 1.91917, 1.91525, 1.83665, 1.71871, 0.013608
82.8775, 0.220951, 0.212037, -24.1127, 512, 0.983699, 0.502288, 2.34753, 2.13664, 2.06362, 1.77854, 1.5518, 0.0432176
80.4382, -0.0554607, 2.84939, -26.552, 479, 0.22836, 0.558599, 1.83566, 1.83527, 1.68619, 1.62399, 1.62324, 0.000984811
75.5493, -0.167762, 4.96036, -31.4409, 506, 0.250895, 0.513941, 3.19374, 2.84981, 2.12539, 2.1217, 2.05631, 0.00495371
70.0606, 0.203093, 2.29353, -36.9295, 466, 0.245838, 0.518968, 3.01411, 2.09962, 1.94663, 1.60321, 1.55971, 0.00390372
64.1815, -0.396177, 4.18067, -42.8087, 458, 0.234726, 0.526078, 1.89842, 1.39236, 1.31256, 1.24347, 1.24054, 0
61.6156, -0.46945, 0.9867, -45.3746, 454, 0.245233, 0.526629, 2.02861, 1.8911, 1.87584, 1.514, 1.47797, 0.0297261
52.5321, -0.126711, 1.54347, -54.4581, 385, 0.22372, 0.520119, 1.73536, 1.72731, 1.63523, 1.37595, 1.2994, 0
50.2741, -0.0549236, 4.45756, -56.7161, 254, 0.225464, 0.605712, 2.98617, 2.20207, 1.9702, 1.79073, 1.6717, 0.00727621
49.5262, 0.498406, 6.03767, -57.464, 373, 0.219744, 0.556474, 2.34556, 1.83599, 1.53799, 1.23912, 1.227, 0
47.2089, -0.110729, 0.714351, -59.7812, 359, 0.269566, 0.476858, 1.89844, 1.86149, 1.53496, 1.52734, 1.50277, 0.00384485
20.5532, 0.0525479, 5.49564, -86.4369, 173, 0.178612, 0.360583, 2.12808, 1.12657, 1.12228, 0.909514, 0.882562, 0.0159564
20.4396, 0.123977, 3.95485, -86.5506, 137, 0.133448, 0.444338, 1.66093, 1.10552, 1.02486, 0.882111, 0.816923, 0
18.062, 0.105948, 3.26439, -88.9282, 122, 0.132288, 0.501722, 2.20296, 1.28972, 1.12866, 1.05579, 0.866829, 0.0130475
14.6119, 0.305339, 0.633578, -92.3783, 136, 0.22516, 0.429761, 1.58066, 1.46864, 1.35512, 0.941487, 0.838848, 0
12.9962, -0.277309, 2.4425, -93.994, 95, 0.142105, 0.565051, 1.51101, 1.32831, 1.13661, 1.12662, 1.04265, 0.00371952
94.7596, 0.27889, 3.42083, -10.9733, 606, 0.264712, 0.512214, 2.54143, 2.43901, 2.42341, 2.34514, 2.0752, 0.0133356
87.2555, -0.0675532, 5.59136, -18.4774, 570, 0.264811, 0.456835, 2.16994, 2.13136, 1.84178, 1.50409, 1.4877, 0.0146021
86.7933, 0.390498, 1.90958, -18.9396, 611, 0.244946, 0.54587, 2.40664, 2.2126, 2.07394, 1.96837, 1.78076, 0.0136477
74.4407, -0.293373, 4.24872, -31.2922, 468, 0.246505, 0.555528, 2.77894, 2.40954, 1.77385, 1.7045, 1.59085, 0.0114023
71.5731, 0.121646, 0.475922, -34.1597, 511, 0.252783, 0.522432, 2.48364, 2.12474, 2.07587, 1.77423, 1.70093, 0.0196862
68.6052, -0.388859, 3.77949, -37.1277, 474, 0.263863, 0.497139, 2.36454, 1.97656, 1.90878, 1.88523, 1.69693, 0
68.2675, 0.444772, 4.88519, -37.4653, 500, 0.281554, 0.54614, 2.92752, 2.60862, 2.07032, 1.99887, 1.56698, 0.0132561
67.777, 0.203543, 2.95475, -37.9559, 470, 0.257668, 0.494723, 1.99574, 1.98575, 1.90752, 1.83943, 1.76671, 0.00874428
54.7039, -0.365104, 5.17321, -51.029, 429, 0.265315, 0.516075, 2.06806, 1.66618, 1.4836, 1.38887, 1.2568, 0.00350409
48.4127, -0.222903, 1.77469, -57.3202, 290, 0.222822, 0.494007, 1.62117, 1.59816, 1.54078, 1.35202, 1.31653, 0.0292481
40.196, 0.303046, 2.37837, -65.5368, 268, 0.209317, 0.467396, 2.39314, 2.16823, 2.03281, 1.71027, 1.56637, 0.0267212
38.8617, 0.490092, 1.3722, -66.8712, 282, 0.218789, 0.563213, 2.0733, 1.69883, 1.61757, 1.57282, 1.45386, 0
28.0357, -0.268826, 3.08468, -77.6972, 223, 0.214392, 0.475182, 1.70612, 1.31013, 1.22771, 1.10634, 1.10351, 0
25.8129, 0.341386, 5.41339, -79.92, 189, 0.228308, 0.561149, 1.70381, 1.38828, 1.27992, 1.26334, 1.11063, 0
20.4276, -0.440439, 0.615443, -85.3053, 181, 0.2087, 0.523785, 2.24418, 1.50475, 1.38405, 1.24362, 1.06836, 0.05447
97.1214, -0.0795537, 4.73225, -6.77852, 614, 0.252633, 0.542578, 3.5201, 3.41957, 3.07689, 2.8836, 1.91498, 0.0174499
93.3672, -0.45348, 5.03496, -10.5328, 507, 0.258219, 0.635151, 2.04011, 1.96414, 1.95641, 1.92903, 1.90487, 0
90.0778, -0.349818, 2.40042, -13.8222, 522, 0.24108, 0.556036, 3.23774, 2.89469, 2.52738, 2.33403, 2.01552, 0.017979
81.4326, -0.0289925, 1.93108, -22.4673, 586, 0.247363, 0.440176, 1.52917, 1.51429, 1.49497, 1.49351, 1.44103, 0.000633582
79.8906, 0.415806, 4.78884, -24.0093, 498, 0.243262, 0.605232, 3.10089, 3.09409, 2.20683, 2.04467, 1.58135, 0.017514
79.8455, -0.271809, 5.63347, -24.0545, 467, 0.254261, 0.55836, 1.96809, 1.9265, 1.91001, 1.89155, 1.84406, 0.0401709
75.4762, 0.301429, 3.80369, -28.4238, 528, 0.259197, 0.506552, 2.91344, 1.93585, 1.63136, 1.62097, 1.50427, 0.0251653
70.0077, 0.253108, 2.70908, -33.8922, 396, 0.242337, 0.542696, 2.22954, 1.95831, 1.91073, 1.61395, 1.528, 0.00625974
62.6354, 0.44922, 4.31813, -41.2645, 437, 0.250066, 0.559245, 3.79256, 1.99752, 1.46269, 1.45488, 1.28355, 0.0328264
59.4907, -0.232915, 3.57818, -44.4092, 400, 0.244795, 0.517311, 2.10926, 1.85826, 1.7389, 1.73732, 1.58485, 0.0329082
45.8554, 0.158221, 0.452655, -58.0445, 299, 0.202168, 0.509505, 2.57222, 1.89554, 1.47674, 1.39677, 1.28282, 0
40.2724, -0.339718, 1.61463, -63.6275, 325, 0.229882, 0.509778, 1.65385, 1.58135, 1.23486, 1.21048, 1.126, 0.0200171
24.552, 0.319581, 5.17794, -79.348, 181, 0.17264, 0.5115, 2.72488, 2.54333, 1.57671, 1.04584, 0.978035, 0
17.9664, 0.247134, 3.2221, -85.9335, 111, 0.120512, 0.513327, 3.43344, 1.47018, 1.42315, 1.0417, 0.984478, 0.101271
12.8173, 0.07422, 1.46445, -91.0827, 123, 0.219964, 0.45776, 1.61286, 1.44603, 0.779789, 0.708801, 0.662115, 0.0670919
88.8463, -0.0448735, 4.4265, -11.142, 546, 0.257311, 0.580695, 3.67079, 2.50405, 2.29839, 2.19475, 2.13228, 0
87.6855, 0.220786, 0.703492, -12.3028, 615, 0.255374, 0.50106, 2.24821, 1.86288, 1.76782, 1.64716, 1.58251, 0
85.0321, -0.125744, 1.56586, -14.9563, 506, 0.264219, 0.515346, 2.77159, 2.49311, 2.24665, 2.08119, 2.06858, 0
83.5142, -0.470747, 0.955764, -16.4741, 636, 0.254957, 0.479967, 3.03396, 2.34154, 1.9535, 1.67961, 1.64712, 0.0134265
79.0227, 0.222462, 3.20297, -20.9657, 551, 0.242878, 0.493892, 2.58091, 2.41021, 2.36389, 2.12565, 1.99818, 0.00309288
77.8322, 0.381735, 3.77045, -22.1561, 469, 0.2354, 0.568118, 3.19645, 2.55006, 1.84283, 1.61689, 1.39184, 0.0118811
62.393, 0.333876, 1.75541, -37.5953, 455, 0.25682, 0.511418, 2.22357, 2.07468, 1.68988, 1.51465, 1.42641, 0
48.0365, -0.227939, 4.85357, -51.9518, 321, 0.252545, 0.475609, 2.18746, 1.7447, 1.67576, 1.5762, 1.40011, 0.000263991
41.3754, -0.49948, 2.87527, -58.613, 260, 0.253408, 0.656752, 3.08412, 2.92599, 1.93481, 1.90716, 1.52545, 0
37.714, -0.0767778, 2.02007, -62.2743, 299, 0.21902, 0.454386, 2.24606, 1.43708, 1.3989, 1.39397, 1.28642, 0
36.232, -0.16342, 0.393114, -63.7563, 239, 0.215605, 0.51031, 1.97068, 1.71762, 1.44883, 1.19559, 1.16203, 0
34.793, -0.0375553, 6.12002, -65.1954, 228, 1.9292, 0.451856, 1.72924, 1.56044, 1.42012, 1.3951, 1.28662, 0.0195486
24.0677, -0.409055, 5.37296, -75.9206, 203, 0.178608, 0.429781, 2.1496, 1.75945, 1.54177, 1.12632, 1.02359, 0.00151261
13.0423, 0.499955, 2.80569, -86.9461, 98, 0.196151, 0.621061, 1.71609, 1.27048, 1.08341, 1.00603, 0.8311, 0
10.3256, -0.0141338, 1.11383, -89.6627, 56, 0.0795027, 0.573645, 2.04756, 1.30103, 1.24641, 0.773874, 0.63823, 0
97.7047, 0.00157927, 3.45764, -9.03257, 578, 0.262048, 0.603115, 2.78274, 2.77711, 2.63105, 2.14002, 2.10311, 0.00136787
93.4953, 0.295357, 3.93909, -13.242, 685, 0.274974, 0.494684, 2.8083, 2.74358, 1.94859, 1.56929, 1.41713, 0
81.9021, 0.100648, 0.439446, -24.8352, 509, 0.245116, 0.560973, 3.3169, 2.82687, 2.47854, 2.16882, 2.15788, 0.0908091
77.7064, -0.198684, 1.67417, -29.0308, 535, 0.252814, 0.507885, 2.60441, 1.85747, 1.82732, 1.51955, 1.43065, 0.00205804
73.3263, 0.453815, 2.09932, -33.411, 470, 0.250399, 0.555502, 2.96197, 2.47359, 2.00341, 1.89302, 1.70514, 0.0014833
67.8527, 0.269224, 4.92414, -38.8846, 484, 0.281416, 0.506363, 4.08917, 2.84118, 1.82696, 1.63208, 1.51676, 0
54.5398, 0.267061, 1.37708, -52.1974, 346, 0.266088, 0.504998, 2.67358, 2.30652, 1.92081, 1.74171, 1.53263, 0.00570831
50.3717, 0.063103, 2.76613, -56.3655, 317, 0.211796, 0.466405, 2.54318, 1.96089, 1.57308, 1.5253, 1.51671, 0.0185898
39.759, -0.300985, 3.91968, -66.9782, 279, 0.190155, 0.552209, 1.99021, 1.73509, 1.41386, 1.38722, 1.19222, 0.012538
36.5192, 0.0651505, 4.45469, -70.218, 287, 0.227559, 0.486923, 1.93906, 1.68895, 1.60608, 1.56503, 1.44292, 0.000891291
24.4182, -0.152152, 1.11124, -82.3191, 154, 0.137879, 0.595565, 1.61992, 1.55649, 1.5309, 1.28227, 1.06048, 0
18.3569, 0.252254, 6.03525, -88.3803, 156, 0.443053, 0.47069, 1.68757, 1.50433, 1.15528, 1.10186, 1.03247, 0.0385727
97.6237, -0.0897592, 3.27677, -0.387548, 688, 0.261114, 0.522052, 2.57483, 2.35343, 2.24647, 2.10386, 1.96015, 0.0185447
96.8739, -0.413506, 4.67513, -1.13726, 675, 0.26644, 0.553565, 3.62316, 2.30607, 1.96306, 1.86687, 1.82906, 0.00700439
90.7331, 0.0375371, 2.73923, -7.27812, 581, 0.264423, 0.490449, 2.30241, 2.06994, 1.90586, 1.76596, 1.76323, 0.00535109
82.6062, -0.394276, 1.39896, -15.405, 662, 0.268966, 0.477492, 2.0361, 1.99451, 1.83716, 1.80516, 1.75049, 0.00481629
82.151, 0.182055, 1.36913, -15.8602, 474, 0.241198, 0.574483, 3.85418, 2.34912, 2.28133, 1.96937, 1.86791, 0.0113357
80.7874, 0.0766486, 4.26356, -17.2238, 572, 0.253572, 0.501785, 1.91054, 1.90846, 1.79503, 1.53376, 1.53019, 0.00185694
47.5617, 0.298717, 2.15895, -50.4495, 361, 0.216939, 0.448695, 2.86678, 1.63689, 1.5735, 1.40355, 1.24296, 0.00911011
42.5763, -0.284227, 0.074448, -55.4349, 268, 1.35851, 0.575355, 3.54995, 1.75926, 1.5814, 1.57717, 1.37771, 0
38.6279, -0.396742, 5.55829, -59.3833, 272, 0.223262, 0.544055, 2.87591, 1.97391, 1.35982, 1.30339, 1.28815, 0.0100199
21.9042, 0.307766, 5.34868, -76.107, 164, 0.206764, 0.534249, 1.75409, 1.74367, 1.51028, 1.27684, 1.24092, 0.0122904
17.5878, 0.330159, 4.77675, -80.4234, 146, 0.177225, 0.450968, 2.59633, 2.33631, 1.77912, 0.814568, 0.762085, 0
17.2179, 0.331071, 0.43556, -80.7933, 93, 0.183303, 0.573929, 3.63024, 1.31762, 1.26349, 1.00882, 1.00485, 0
14.5058, 0.373835, 3.02649, -83.5054, 83, 0.16426, 0.690752, 1.63532, 1.21954, 1.19469, 1.16111, 1.12183, 0.0552911
12.8002, 0.138334, 3.77627, -85.211, 97, 0.118812, 0.441385, 1.49364, 1.20462, 1.18063, 0.753215, 0.740368, 0
10.3438, -0.0028049, 1.7602, -87.6674, 71, 0.0926122, 0.43099, 1.1476, 1.09646, 1.08975, 0.855504, 0.736316, 0.00697803
96.0511, -0.307695, 5.6247, -8.02558, 674, 0.262954, 0.513642, 3.2493, 2.57857, 2.38378, 1.58476, 1.57371, 0.0166498
87.5158, 0.301483, 2.84282, -16.5608, 612, 0.257538, 0.470515, 1.79985, 1.6171, 1.53536, 1.4856, 1.3042, 0.00124196
81.6162, 0.487933, 6.02844, -22.4605, 469, 0.757457, 0.637626, 2.9217, 2.29009, 2.25613, 2.12944, 2.052, 0.00209081
79.9178, 0.00858515, 0.671709, -24.1588, 478, 0.253821, 0.525775, 2.73591, 2.4425, 2.17832, 1.86468, 1.74253, 0.00235339
73.0042, -0.179535, 3.05719, -31.0724, 501, 0.255463, 0.514114, 3.45284, 3.23014, 1.98124, 1.69223, 1.6638, 0
71.5267, -0.348441, 5.15615, -32.5499, 459, 0.255882, 0.606158, 3.69214, 2.33501, 2.08693, 1.93806, 1.88515, 0.0312893
68.7363, 0.266103, 5.50409, -35.3403, 413, 0.227528, 0.563412, 2.06129, 1.63792, 1.57311, 1.56479, 1.38951, 0
53.1211, -0.316458, 2.42819, -50.9555, 355, 0.242991, 0.553345, 2.78787, 1.94435, 1.80691, 1.77693, 1.44554, 0
48.0872, -0.484463, 4.49773, -55.9894, 428, 0.233551, 0.480872, 2.27611, 1.85973, 1.70696, 1.67323, 1.54546, 0.000711413
